,CHLA,DO,PH,PHEO,SALINITY,SECCHI,SIGMA_T,SPCOND,TSS,WTEMP,SampleDepth,Latitude,Longitude,timestamp
14372,3.8448,9.81,8.22,1.368,20.03,2.4,14.62438,29768.0,11.36,12.597,6.0,37.23653,-76.20799,1460999.94
14373,,,,,,,,,,,0.0,37.58847,-76.16216,1463660.88
14374,4.4856,8.51,8.19,1.368,15.65,1.3,11.2816,25568.0,1.94,16.366,1.0,37.58847,-76.16216,1463660.88
14375,3.204,,,1.368,,,,,6.3,,11.0,37.58847,-76.16216,1463660.88
14376,3.6312,,,1.368,,,,,6.38,,11.0,37.58847,-76.16216,1463660.88
14377,6.5148,8.4,8.21,1.368,17.34,1.6,11.78952,28083.0,4.82,16.551,7.0,37.4868,-76.15633,1463658.06
14378,3.0972,,,1.368,,,,,5.2,,9.0,37.4868,-76.15633,1463658.06
14379,3.5244,,,1.368,,,,,6.82,,9.0,37.4868,-76.15633,1463658.06
14380,6.6216,8.34,8.14,1.368,19.36,1.6,12.22047,31045.0,6.82,17.231,7.0,37.41153,-76.15966,1463655.66
14381,6.5148,9.41,8.22,1.368,17.89,2.2,12.48718,28896.0,5.5,16.29,5.0,37.23653,-76.20799,1462884.42
14382,6.408,,,1.368,,,,,5.34,,8.0,37.23653,-76.20799,1462884.42
14383,4.9128,,,1.368,,,,,5.4,,8.0,37.23653,-76.20799,1462884.42
14384,,,,,,,,,,,0.0,37.23653,-76.20799,1462884.42
14385,,,,,,,,,,,0.0,37.58847,-76.16216,1465297.86
14386,,5.42,7.82,,21.21,,,33747.0,,20.202,11.0,37.58847,-76.16216,1465297.86
14387,7.3692,8.34,8.17,1.368,16.93,1.3,10.36637,33025.0,5.48,22.648,3.0,37.58847,-76.16216,1465297.86
14388,6.942,8.07,7.92,1.368,18.3,1.2,13.61256,29540.0,8.38,21.234,4.0,37.4868,-76.15633,1465306.02
14389,3.6045,7.65,7.89,1.368,19.9,1.0,13.34465,31900.0,11.94,22.93,10.0,37.41153,-76.15966,1465308.12
14390,7.0755,,,1.368,,,,,9.72,,1.0,37.41153,-76.15966,1465308.12
14391,6.141,,,1.368,,,,,9.5,,1.0,37.41153,-76.15966,1465308.12
14392,,,,,,,,,,,0.0,37.23653,-76.20799,1465312.14
14393,5.9808,7.4,8.04,1.368,22.56,1.1,14.48569,35720.0,10.2,21.831,3.0,37.23653,-76.20799,1465312.14
14394,,,,,,,,,,,6.0,37.23653,-76.20799,1465312.14
14395,7.93371,3.09,7.61,1.368,17.0,1.1,14.27678,27684.0,6.82,25.092,4.0,37.58847,-76.16216,1467116.52
14396,,,,,,,,,,,1.0,37.58847,-76.16216,1467116.52
14397,1.67829,,,1.368,,,,,,,9.0,37.4868,-76.15633,1467124.02
14398,4.72971,7.58,7.76,1.368,17.62,1.2,14.02945,33210.0,10.94,23.577,5.0,37.4868,-76.15633,1467124.02
14399,7.0488,7.02,7.95,1.368,20.93,1.4,15.09552,32523.0,8.26,23.813,6.0,37.23653,-76.20799,1467189.42
14400,,,,,,,,,,,0.0,37.23653,-76.20799,1467189.42
14401,6.2745,7.71,8.2,1.368,20.0,1.2,11.01219,32150.0,6.98,27.905,7.0,37.58847,-76.16216,1468255.62
14402,8.277,7.5,8.19,1.368,16.75,1.1,9.14879,27386.0,9.6,26.178,6.0,37.4868,-76.15633,1468248.12
14403,8.811,7.68,7.7,1.368,17.1,1.2,15.09808,27922.0,10.48,28.407,5.0,37.41153,-76.15966,1468246.02
14404,5.607,6.55,8.08,1.368,20.73,1.6,11.91757,33212.0,4.84,27.347,5.0,37.23653,-76.20799,1468399.68
14405,,,,,,,,,,,0.0,37.23653,-76.20799,1468399.68
14406,,7.99,7.6,,17.41,1.2,14.0482,28452.0,,26.561,4.0,37.58847,-76.16216,1469463.24
14407,,7.51,8.15,,23.64,1.1,10.27201,37378.0,,30.19,5.0,37.4868,-76.15633,1469456.4
14408,,3.66,8.15,,23.89,1.0,9.9383,37664.0,,29.734,7.0,37.41153,-76.15966,1469454.54
14409,,7.67,8.16,,21.37,1.1,11.09509,34196.0,,29.63,3.0,37.23653,-76.20799,1469549.04
14410,7.476,7.14,8.24,1.368,21.37,1.2,12.52602,34166.0,8.72,28.089,7.0,37.58847,-76.16216,1470675.06
14411,8.6775,6.99,8.3,1.368,20.68,1.2,10.82579,33558.0,5.28,28.238,6.0,37.4868,-76.15633,1470667.5
14412,8.4105,6.41,8.32,1.368,18.87,1.2,10.33143,30533.0,6.24,28.31,5.0,37.41153,-76.15966,1470665.16
14413,,,,,,,,,,,0.0,37.23653,-76.20799,1470761.64
14414,5.874,7.27,8.24,1.368,21.48,1.6,12.45376,35573.0,3.84,26.98,6.0,37.23653,-76.20799,1470761.64
14415,4.3788,,,1.368,,,,,6.36,,8.0,37.23653,-76.20799,1470761.64
14416,4.1652,,,1.368,,,,,6.68,,8.0,37.23653,-76.20799,1470761.64
14417,4.9395,8.31,8.14,1.368,20.35,1.3,11.93617,35221.0,6.02,28.861,7.0,37.58847,-76.16216,1472491.86
14418,,,,,,,,,,,0.0,37.58847,-76.16216,1472491.86
14419,,,,,,,,,,,0.0,37.4868,-76.15633,1472484.6
14420,6.0876,6.5,8.09,1.368,20.38,1.4,12.55929,32728.0,7.24,28.53,6.0,37.4868,-76.15633,1472484.6
14421,1.9224,,,1.368,,,,,13.5,,9.0,37.4868,-76.15633,1472484.6
14422,2.37333,,,1.368,,,,,13.4,,9.0,37.4868,-76.15633,1472484.6
14423,5.57733,7.34,7.87,1.368,24.11,1.2,14.51655,38079.0,9.96,28.463,4.0,37.41153,-76.15966,1472482.08
14424,,,,,,,,,,,0.0,37.41153,-76.15966,1472482.08
14425,,5.2,7.88,,23.93,,,37860.0,,27.39,6.0,37.41153,-76.15966,1472482.08
14426,4.74667,6.94,7.91,1.368,22.15,2.2,15.44497,34817.0,8.38,27.047,4.0,37.23653,-76.20799,1472640.06
14427,,,,,,,,,,,0.0,37.23653,-76.20799,1472640.06
14428,4.806,6.49,8.1,1.368,25.86,1.9,15.74821,40469.0,3.5,24.075,6.0,37.58847,-76.16216,1474977.72
14429,3.0972,7.69,8.28,1.368,21.45,1.6,13.38161,34178.0,5.52,24.634,7.0,37.4868,-76.15633,1474890.96
14430,3.204,,,1.368,,,,,7.28,,9.0,37.4868,-76.15633,1474890.96
14431,3.3108,,,1.368,,,,,5.34,,9.0,37.4868,-76.15633,1474890.96
14432,4.6992,6.04,8.14,1.368,22.0,1.2,13.8321,34980.0,6.94,24.717,8.0,37.41153,-76.15966,1474888.26
14433,5.7672,,,1.78356,,,,,19.58,,10.0,37.41153,-76.15966,1474888.26
14434,5.34,,,1.46316,,,,,13.18,,10.0,37.41153,-76.15966,1474888.26
14435,5.0196,7.35,8.17,1.368,22.79,1.5,14.09459,36058.0,6.16,24.476,3.0,37.23653,-76.20799,1474879.68
14436,,,,,,,,,,,0.0,37.58847,-76.16216,1476863.58
14437,5.1264,8.5,8.16,1.368,20.08,1.8,13.51187,36515.0,4.96,20.169,4.0,37.58847,-76.16216,1476863.58
14438,6.942,8.16,7.92,1.368,19.91,1.6,14.13908,31862.0,14.26,20.342,2.0,37.4868,-76.15633,1476871.98
14439,,,,,,,,,,,0.0,37.4868,-76.15633,1476871.98
14440,6.0876,7.78,8.03,1.368,20.58,1.3,14.10871,32833.0,8.2,19.904,2.0,37.41153,-76.15966,1476874.02
14441,,,,,,,,,,,0.0,37.23653,-76.20799,1476877.68
14442,5.34,8.2,8.06,1.46316,23.77,1.3,16.58491,39052.0,9.46,20.15,2.0,37.23653,-76.20799,1476877.68
14443,4.9395,8.48,8.09,1.368,20.92,1.0,15.59092,33344.0,11.34,14.145,4.0,37.58847,-76.16216,1479224.28
14444,7.476,8.56,8.09,1.368,22.21,0.7,16.52687,35214.0,16.94,14.266,3.0,37.4868,-76.15633,1479216.84
14445,7.209,8.59,8.11,1.3884,22.64,0.8,16.73138,35823.0,20.08,14.292,4.0,37.41153,-76.15966,1479214.86
14446,,,,,,,,,,,0.0,37.23653,-76.20799,1479211.2
14447,7.209,8.55,8.1,1.368,23.9,1.3,18.05945,36984.0,9.98,14.311,3.0,37.23653,-76.20799,1479211.2
14448,6.1944,10.05,8.18,1.368,21.59,1.5,16.6091,35926.0,9.58,9.02,1.0,37.58847,-76.16216,1481642.28
14449,6.8352,9.97,8.14,1.368,22.52,1.0,17.35124,35902.0,14.96,8.854,4.0,37.4868,-76.15633,1481634.24
14450,7.9032,9.78,8.13,1.368,23.15,0.9,18.54123,36809.0,33.7,8.954,4.0,37.41153,-76.15966,1481632.02
14451,,,,,,,,,,,11.0,37.41153,-76.15966,1481632.02
14452,1.2816,11.27,8.12,0.332,23.56,3.3,17.21182,37655.0,11.78,5.653,6.0,37.58847,-76.16216,1486034.46
14453,2.4564,11.06,8.09,0.332,20.09,3.5,17.55905,32606.0,4.23,5.657,5.0,37.4868,-76.15633,1486044.12
14454,,,,,,,,,,,0.0,37.4868,-76.15633,1486044.12
14455,2.9904,10.53,8.18,0.332,21.72,2.6,15.64263,33409.0,5.54,5.898,3.0,37.41153,-76.15966,1486046.58
14456,4.9128,10.46,8.06,0.91848,22.67,1.6,18.15783,35416.0,5.6,6.327,5.0,37.23653,-76.20799,1485360.54
14457,2.7768,10.79,8.2,0.51264,21.02,1.8,16.01767,33010.0,5.68,4.962,4.0,37.58847,-76.16216,1487317.98
14458,3.8448,10.9,8.09,1.7622,21.62,0.9,16.41882,34848.0,16.68,5.904,3.0,37.4868,-76.15633,1487083.98
14459,5.34,10.51,8.19,1.53792,21.91,0.9,17.0279,35306.0,15.125,5.836,4.0,37.41153,-76.15966,1487322.48
14460,2.4564,10.62,8.19,0.52332,23.35,1.5,18.25137,37384.0,11.94,5.776,3.0,37.23653,-76.20799,1487326.44
14461,3.6312,10.68,8.01,0.332,18.22,2.1,17.50964,29572.0,4.23,7.524,4.0,37.58847,-76.16216,1490777.22
14462,3.204,11.0,8.25,0.332,17.57,2.3,13.28189,32998.0,4.23,7.628,3.0,37.4868,-76.15633,1490786.4
14463,,10.93,8.13,,17.36,,,28242.0,,8.26,2.0,37.4868,-76.15633,1490786.4
14464,5.5536,10.13,8.14,2.5276,17.65,2.4,14.97659,28678.0,53.4,9.95,5.0,37.41153,-76.15966,1490788.98
14465,4.0584,10.04,8.02,0.332,21.91,1.7,16.99998,34987.0,9.68,9.174,9.0,37.23653,-76.20799,1490688.66
14466,1.602,,,0.332,,,,,8.08,,1.0,37.23653,-76.20799,1490688.66
14467,1.602,,,0.34176,,,,,6.38,,1.0,37.23653,-76.20799,1490688.66
14468,3.6312,10.42,8.1,0.332,21.86,1.9,16.58993,34796.0,5.76,12.253,6.0,37.58847,-76.16216,1491909.96
14469,5.5536,10.18,8.18,0.332,20.7,1.8,15.72637,33113.0,5.88,12.569,4.0,37.4868,-76.15633,1491918.0
14470,,,,,,,,,,,0.0,37.4868,-76.15633,1491918.0
14471,6.1944,9.43,8.23,0.332,20.46,1.6,15.5226,32844.0,7.6,13.323,4.0,37.41153,-76.15966,1491920.28
14472,,9.3,8.22,,20.51,,,32819.0,,11.832,7.0,37.41153,-76.15966,1491920.28
14473,3.204,9.9,8.26,0.332,21.27,2.0,16.12085,33708.0,7.1,12.014,3.0,37.23653,-76.20799,1491924.0
14474,5.4468,8.17,8.23,0.60876,17.38,1.5,12.02917,28135.0,4.23,17.813,8.0,37.58847,-76.16216,1494265.08
14475,8.3304,8.67,8.21,0.6408,17.97,1.5,12.28684,28692.0,4.23,17.409,3.0,37.4868,-76.15633,1494257.28
14476,,,,,,,,,,,0.0,37.4868,-76.15633,1494257.28
14477,8.6508,9.13,8.26,0.99324,18.77,1.3,13.01684,30188.0,11.0,17.497,4.0,37.41153,-76.15966,1494346.2
14478,4.6992,8.23,8.17,0.60876,20.73,1.5,14.52305,33047.0,6.86,17.922,3.0,37.23653,-76.20799,1494406.8
14479,,,,,,,,,,,0.0,37.58847,-76.16216,1496750.82
14480,7.1556,6.81,8.31,0.332,16.05,1.6,8.71843,33319.0,4.66,19.594,1.0,37.58847,-76.16216,1496750.82
14481,,,,,,,,,,,8.0,37.4868,-76.15633,1496744.58
14482,7.0488,8.28,7.63,0.50196,15.04,1.7,14.23694,32486.0,12.08,20.278,6.0,37.4868,-76.15633,1496744.58
14483,,,,,,,,,,,0.0,37.41153,-76.15966,1496742.06
14484,6.0876,5.76,7.77,0.332,14.44,1.6,11.57412,23803.0,4.7,22.551,7.0,37.41153,-76.15966,1496742.06
14485,,,,,,,,,,,0.0,37.23653,-76.20799,1497445.44
14486,8.8644,9.36,7.91,0.332,15.65,1.3,14.50333,25685.0,10.24,25.704,2.0,37.23653,-76.20799,1497445.44
14487,9.45943,5.53,8.32,1.22057,17.17,1.3,9.38036,27810.0,12.92,25.074,4.0,37.58847,-76.16216,1498495.62
14488,11.748,6.56,8.05,1.9224,18.34,0.7,11.81447,30613.0,11.9,26.059,3.0,37.4868,-76.15633,1498488.3
14489,9.2916,5.27,8.05,1.77288,20.78,0.7,11.12424,31314.0,20.6,26.168,5.0,37.41153,-76.15966,1498486.2
14490,9.968,7.72,7.96,1.068,20.54,0.9,13.07622,33385.0,13.58,24.932,3.0,37.23653,-76.20799,1498581.6
14491,9.5052,6.93,8.29,0.332,16.57,1.2,7.42586,27120.0,5.1,28.664,5.0,37.58847,-76.16216,1499949.18
14492,7.298,7.14,8.2,0.9256,16.62,1.3,8.47642,27199.0,5.04,28.41,5.0,37.4868,-76.15633,1499941.98
14493,9.79,6.98,7.9,0.801,24.58,1.0,12.48701,38661.0,8.84,28.394,4.0,37.41153,-76.15966,1499939.82
14494,9.078,6.41,7.78,0.6052,20.35,1.2,17.17432,32653.0,6.88,23.399,2.0,37.23653,-76.20799,1499935.5
14495,,3.66,8.16,,23.33,1.3,8.38936,30330.0,,25.441,8.0,37.58847,-76.16216,1500910.92
14496,,6.37,7.88,,17.73,1.1,15.47175,28881.0,,29.266,3.0,37.4868,-76.15633,1500904.14
14497,,6.32,8.0,,21.92,,13.00143,35400.0,,25.968,3.0,37.41153,-76.15966,1500902.4
14498,,,,,,0.9,,,,,0.0,37.41153,-76.15966,1500902.4
14499,,6.26,8.01,,26.42,1.0,13.36765,41240.0,,26.136,4.0,37.23653,-76.20799,1500899.22
14500,,,,,,,,,,,0.0,37.58847,-76.16216,1502351.46
14501,5.4468,7.27,8.2,0.83304,17.8,1.5,10.10921,28880.0,5.74,25.916,7.0,37.58847,-76.16216,1502351.46
14502,6.942,5.81,7.8,1.07868,17.92,1.3,12.13567,28528.0,8.14,25.534,7.0,37.4868,-76.15633,1502359.8
14503,3.6045,,,0.97455,,,,,12.98,,9.0,37.4868,-76.15633,1502359.8
14504,3.8715,,,1.26825,,,,,12.28,,9.0,37.4868,-76.15633,1502359.8
14505,10.146,6.6,7.8,1.068,21.12,1.4,14.05033,33723.0,8.68,25.166,3.0,37.41153,-76.15966,1502269.86
14506,7.2624,5.64,8.08,0.55536,19.82,1.6,11.95756,31824.0,6.46,24.922,4.0,37.23653,-76.20799,1502265.36
14507,2.9904,6.24,7.64,1.80225,25.38,1.3,16.5004,39775.0,22.2,24.184,8.0,37.58847,-76.16216,1504613.52
14508,,,,,,,,,,,0.0,37.58847,-76.16216,1504613.52
14509,6.141,7.59,8.03,1.42845,17.23,1.5,12.48906,38600.0,4.46,24.033,6.0,37.4868,-76.15633,1504605.78
14510,,,,,,,,,,,0.0,37.4868,-76.15633,1504605.78
14511,6.408,7.55,7.98,1.29228,25.02,1.6,11.33473,39269.0,4.5,23.925,5.0,37.41153,-76.15966,1504603.56
14512,,,,,,,,,,,0.0,37.41153,-76.15966,1504603.56
14513,8.4105,7.42,7.97,1.77555,19.92,1.0,15.53265,30868.0,7.65,24.348,3.0,37.23653,-76.20799,1504184.76
14514,5.9808,8.22,8.03,0.73692,17.68,2.0,14.69374,28660.0,4.23,23.991,3.0,37.58847,-76.16216,1506066.9
14515,5.5536,7.64,8.09,1.1748,24.38,1.7,9.9484,38356.0,5.98,24.194,5.0,37.4868,-76.15633,1506074.4
14516,5.9808,7.19,7.97,1.1214,16.51,1.8,15.4269,26922.0,4.78,23.865,5.0,37.41153,-76.15966,1505982.54
14517,6.942,7.16,7.91,0.52332,21.21,1.4,18.43879,40966.0,7.58,23.606,6.0,37.23653,-76.20799,1505921.28
14518,4.5924,7.09,8.04,0.71556,20.58,1.5,12.80208,35141.0,5.56,21.419,1.0,37.58847,-76.16216,1508344.98
14519,3.738,7.17,8.02,1.1214,21.3,1.3,13.69069,33997.0,19.95,21.585,6.0,37.4868,-76.15633,1508337.48
14520,,,,,,,,,,,8.0,37.4868,-76.15633,1508337.48
14521,3.738,7.33,7.97,1.67676,20.36,1.3,14.46193,32526.0,6.22,20.854,4.0,37.41153,-76.15966,1508335.38
14522,,,,,,,,,,,12.0,37.41153,-76.15966,1508335.38
14523,,,,,,,,,,,0.0,37.23653,-76.20799,1508428.62
14524,5.0196,7.64,8.02,0.3738,22.35,1.6,15.11861,35412.0,5.86,20.973,3.0,37.23653,-76.20799,1508428.62
14525,4.0584,8.66,8.0,0.51264,23.51,2.0,16.5561,38079.0,5.54,13.614,7.0,37.23653,-76.20799,1510818.66
14526,5.874,12.55,8.0,1.69545,20.55,0.6,16.9468,34012.0,20.46,0.497,8.0,37.58847,-76.16216,1516286.94
14527,3.738,12.22,8.03,0.747,22.72,0.9,16.26678,35770.0,8.74,1.133,3.0,37.4868,-76.15633,1516365.84
14528,,,,,,,,,,,0.0,37.4868,-76.15633,1516365.84
14529,,12.39,8.03,,22.0,,,36265.0,,0.674,4.0,37.4868,-76.15633,1516365.84
14530,4.1652,12.32,8.03,1.1214,21.61,0.9,16.62091,34052.0,10.12,1.265,5.0,37.41153,-76.15966,1516367.94
14531,,,,,,,,,,,0.0,37.41153,-76.15966,1516367.94
14532,4.5924,11.81,7.99,0.93984,22.98,1.0,22.32484,38986.0,12.6,1.382,6.0,37.23653,-76.20799,1516116.66
14533,5.1264,12.4,8.15,0.747,17.88,2.3,14.25097,37100.0,4.23,3.442,4.0,37.58847,-76.16216,1518693.0
14534,2.7768,12.09,8.14,0.747,18.72,2.3,14.956,30751.0,5.22,3.891,5.0,37.4868,-76.15633,1518700.86
14535,5.0196,11.38,8.05,1.335,21.11,1.4,16.12874,33392.0,13.84,4.658,4.0,37.41153,-76.15966,1518702.84
14536,,,,,,,,,,,1.0,37.23653,-76.20799,1518706.38
14537,3.5244,11.63,8.07,0.88644,21.4,1.5,17.10738,36894.0,8.68,4.179,6.0,37.23653,-76.20799,1518706.38
14538,4.9128,,,1.29228,,,,,7.86,,8.0,37.23653,-76.20799,1518706.38
14539,5.4468,,,1.43112,,,,,10.4,,8.0,37.23653,-76.20799,1518706.38
14540,,,,,,,,,,,0.0,37.23653,-76.20799,1518706.38
14541,,,,,,,,,,,0.0,37.4868,-76.15633,1521108.18
14542,9.9324,11.12,8.02,1.20684,18.72,1.2,16.28314,30587.0,8.9,5.879,7.0,37.4868,-76.15633,1521108.18
14543,12.7092,,,1.34568,,,,,15.55,,9.0,37.4868,-76.15633,1521108.18
14544,11.4276,,,2.0292,,,,,18.275,,9.0,37.4868,-76.15633,1521108.18
14545,10.68,11.19,8.1,1.3884,18.56,1.0,14.63805,30328.0,13.22,5.541,9.0,37.41153,-76.15966,1521111.48
14546,,,,,,,,,,,0.0,37.41153,-76.15966,1521111.48
14547,7.476,11.21,8.04,0.747,19.23,1.0,16.88733,31236.0,10.84,5.747,2.0,37.23653,-76.20799,1521116.34
14548,,,,,,,,,,,0.0,37.58847,-76.16216,1524057.78
14549,12.1752,10.15,8.37,0.747,17.01,2.0,12.90913,27678.0,5.94,10.944,4.0,37.58847,-76.16216,1524057.78
14550,5.9808,9.39,8.17,0.747,18.36,1.6,14.035,29698.0,10.32,10.821,3.0,37.4868,-76.15633,1524060.6
14551,13.9908,9.06,8.14,1.335,19.77,2.2,15.1889,30700.0,13.6,11.324,4.0,37.41153,-76.15966,1524062.7
14552,,,,,,,,,,,0.0,37.23653,-76.20799,1524743.58
14553,,9.52,7.93,,20.76,2.0,15.80424,33169.0,,12.198,1.0,37.23653,-76.20799,1524743.58
14554,,,,,,,,,4.9,,1.0,37.23653,-76.20799,1524743.58
14555,4.806,,,0.747,,,,,,,3.0,37.23653,-76.20799,1524743.58
14556,14.418,9.72,,0.747,21.63,1.5,12.12066,34367.0,6.3,17.001,6.0,37.58847,-76.16216,1526318.28
14557,8.01,9.65,,0.747,15.58,1.5,10.20611,25476.0,4.58,19.858,6.0,37.4868,-76.15633,1526310.3
14558,,9.97,,,15.72,,,25682.0,,19.866,4.0,37.4868,-76.15633,1526310.3
14559,11.4276,8.43,,0.747,17.19,1.5,11.97849,27865.0,18.32,19.258,6.0,37.41153,-76.15966,1526307.6
14560,4.6992,8.7,,0.747,19.15,1.1,13.5385,30756.0,8.74,17.438,3.0,37.23653,-76.20799,1526476.92
14561,6.7284,6.24,8.33,1.71948,16.0,1.3,8.70004,24154.0,5.06,23.053,9.0,37.58847,-76.16216,1528273.92
14562,3.0972,,,1.16412,,,,,4.23,,11.0,37.58847,-76.16216,1528273.92
14563,4.1652,,,2.03988,,,,,6.42,,11.0,37.58847,-76.16216,1528273.92
14564,4.6992,6.34,7.71,1.21752,14.5,1.0,12.70724,22119.0,4.34,21.846,7.0,37.4868,-76.15633,1528281.84
14565,3.3108,,,1.5486,,,,,4.23,,9.0,37.4868,-76.15633,1528281.84
14566,3.738,,,0.89712,,,,,5.48,,9.0,37.4868,-76.15633,1528281.84
14567,5.7672,4.95,7.73,0.95052,16.74,1.1,12.66557,27246.0,5.42,23.87,9.0,37.41153,-76.15966,1528283.7
14568,2.3496,,,1.08936,,,,,9.7,,11.0,37.41153,-76.15966,1528283.7
14569,2.136,,,1.30296,,,,,10.8,,11.0,37.41153,-76.15966,1528283.7
14570,2.136,7.57,8.37,0.747,15.59,1.4,10.0781,25536.0,7.66,23.626,6.0,37.23653,-76.20799,1528185.18
14571,,,,,,,,,,,0.0,37.23653,-76.20799,1528185.18
14572,11.3208,2.74,8.12,2.58456,20.42,1.0,7.22999,23380.0,5.92,25.585,3.0,37.58847,-76.16216,1530176.1
14573,13.5636,6.28,8.37,1.23888,17.78,1.1,12.99901,33728.0,7.84,25.07,4.0,37.4868,-76.15633,1530183.72
14574,11.4276,3.83,7.86,0.9078,14.44,1.3,12.82786,23880.0,7.62,26.365,2.0,37.41153,-76.15966,1530185.88
14575,,,,,,,,,,,0.0,37.41153,-76.15966,1530185.88
14576,13.5636,7.32,8.11,0.86508,17.62,1.2,13.00505,34729.0,8.02,25.049,3.0,37.23653,-76.20799,1530189.72
14577,,,,,,,,,,,0.0,37.58847,-76.16216,1531295.28
14578,7.0488,4.97,8.34,2.37096,22.44,1.2,7.14633,35614.0,6.58,26.917,1.0,37.58847,-76.16216,1531295.28
14579,4.4856,5.05,8.01,2.5098,13.75,1.2,8.9223,22825.0,6.54,26.066,6.0,37.4868,-76.15633,1531212.66
14580,2.9904,,,1.56996,,,,,10.6,,9.0,37.4868,-76.15633,1531212.66
14581,3.4176,,,1.51656,,,,,11.42,,9.0,37.4868,-76.15633,1531212.66
14582,7.476,6.72,8.17,1.80492,14.39,1.3,7.65462,38532.0,14.16,26.072,6.0,37.41153,-76.15966,1531210.68
14583,11.1072,6.76,8.13,2.27484,16.61,1.0,7.95994,25631.0,10.5,26.074,5.0,37.23653,-76.20799,1531147.92
14584,,5.8,7.73,,15.43,1.5,9.38055,25370.0,,25.918,5.0,37.58847,-76.16216,1532528.1
14585,,6.62,7.78,,17.68,0.9,10.39393,28704.0,,25.862,3.0,37.4868,-76.15633,1532521.02
14586,,6.28,7.84,,18.27,1.0,10.92668,29584.0,,26.002,3.0,37.41153,-76.15966,1532519.22
14587,,7.2,7.78,,18.82,1.1,11.4882,30438.0,,26.11,3.0,37.23653,-76.20799,1532617.68
14588,,,,,,,,,,,0.0,37.23653,-76.20799,1532617.68
14589,8.7576,8.82,8.28,0.747,12.84,0.9,8.05506,21500.0,9.16,28.524,3.0,37.58847,-76.16216,1533655.2
14590,8.7576,9.14,8.31,1.39908,15.45,,6.51969,25420.0,11.22,27.993,3.0,37.4868,-76.15633,1533566.64
14591,,,,,,1.5,,,,,0.0,37.4868,-76.15633,1533566.64
14592,6.1944,6.07,7.77,0.747,15.89,1.3,8.41903,26074.0,11.96,29.809,10.0,37.41153,-76.15966,1533564.72
14593,8.2236,,,0.747,,,,,6.26,,1.0,37.41153,-76.15966,1533564.72
14594,4.272,,,1.63404,,,,,5.56,,1.0,37.41153,-76.15966,1533564.72
14595,6.5148,5.98,8.24,1.07868,18.68,1.0,8.10953,30204.0,7.42,27.306,6.0,37.23653,-76.20799,1533661.92
14596,5.874,5.93,8.19,1.602,15.22,1.2,7.12078,25052.0,6.14,28.313,8.0,37.58847,-76.16216,1535387.88
14597,5.6604,7.09,8.23,0.99324,12.05,1.5,5.32842,20283.0,6.12,26.234,7.0,37.4868,-76.15633,1535380.62
14598,4.0584,,,1.1748,,,,,7.22,,9.0,37.4868,-76.15633,1535380.62
14599,4.5924,,,0.747,,,,,6.34,,9.0,37.4868,-76.15633,1535380.62
14600,5.34,6.93,8.35,0.747,20.58,1.3,5.69161,32927.0,8.86,26.399,7.0,37.41153,-76.15966,1535378.58
14601,7.1556,6.08,8.36,0.84372,16.85,1.2,7.48753,24284.0,15.1,27.408,5.0,37.23653,-76.20799,1535473.08
14602,,,,,,,,,,,0.0,37.23653,-76.20799,1535473.08
14603,,,,,,,,,,,0.0,37.23653,-76.20799,1537967.94
14604,9.612,8.04,7.93,0.747,14.36,1.4,10.33446,23760.0,4.23,26.426,2.0,37.23653,-76.20799,1537967.94
14605,2.8035,6.69,7.83,1.2549,14.42,1.1,6.75307,21113.0,6.18,23.17,11.0,37.58847,-76.16216,1539618.18
14606,3.8715,6.71,7.89,0.81435,14.01,1.1,8.17837,23162.0,5.02,23.057,6.0,37.4868,-76.15633,1539610.44
14607,4.4055,6.4,7.84,0.9345,15.17,1.0,11.0902,28193.0,6.9,23.958,6.0,37.41153,-76.15966,1539608.34
14608,2.8836,6.57,7.93,0.86508,18.86,1.6,11.81945,25324.0,5.26,23.186,7.0,37.23653,-76.20799,1539771.96
14609,2.5632,,,0.747,,,,,6.22,,9.0,37.23653,-76.20799,1539771.96
14610,2.5632,,,1.62336,,,,,12.56,,9.0,37.23653,-76.20799,1539771.96
14611,,,,,,,,,,,0.0,37.58847,-76.16216,1542035.16
14612,19.5444,10.72,8.35,3.83412,14.08,1.6,9.76741,22184.0,5.32,13.961,4.0,37.58847,-76.16216,1542035.16
14613,8.6508,9.42,8.23,1.14276,15.18,1.6,10.84331,24870.0,5.2,14.076,7.0,37.4868,-76.15633,1542032.7
14614,,,,,,,,,,,0.0,37.4868,-76.15633,1542032.7
14615,11.0004,9.01,8.33,2.75544,13.66,1.4,11.90921,23201.0,10.48,14.299,6.0,37.41153,-76.15966,1542030.96
14616,7.2624,9.11,8.18,0.84372,19.1,1.9,10.63107,34416.0,4.23,12.101,3.0,37.23653,-76.20799,1542704.58
14617,17.4084,10.54,8.26,2.10396,9.41,1.7,7.21475,16174.0,4.82,6.026,9.0,37.58847,-76.16216,1544690.1
14618,8.01,,,1.63404,,,,,4.56,,11.0,37.58847,-76.16216,1544690.1
14619,9.5052,,,1.85832,,,,,4.23,,11.0,37.58847,-76.16216,1544690.1
14620,38.6616,10.76,8.34,0.747,14.32,1.1,7.28296,15792.0,5.88,7.722,2.0,37.4868,-76.15633,1544697.6
14621,6.8352,,,1.68744,,,,,4.23,,9.0,37.4868,-76.15633,1544697.6
14622,8.3304,,,1.23888,,,,,4.23,,9.0,37.4868,-76.15633,1544697.6
